# Region type : patch heater_to_fins
# Faces  :    56
# Area   :    1.000000e-04
# Time        	areaAverage(T)
924           	5.744270e+02
925           	5.744280e+02
926           	5.744290e+02
927           	5.744299e+02
928           	5.744309e+02
929           	5.744319e+02
930           	5.744328e+02
931           	5.744338e+02
932           	5.744347e+02
933           	5.744356e+02
934           	5.744365e+02
935           	5.744374e+02
936           	5.744383e+02
937           	5.744391e+02
938           	5.744400e+02
939           	5.744409e+02
940           	5.744417e+02
941           	5.744425e+02
942           	5.744434e+02
943           	5.744442e+02
944           	5.744450e+02
945           	5.744459e+02
946           	5.744467e+02
947           	5.744475e+02
948           	5.744483e+02
949           	5.744491e+02
950           	5.744498e+02
951           	5.744506e+02
952           	5.744514e+02
953           	5.744521e+02
954           	5.744529e+02
955           	5.744536e+02
956           	5.744544e+02
957           	5.744551e+02
958           	5.744558e+02
959           	5.744565e+02
960           	5.744572e+02
961           	5.744579e+02
962           	5.744586e+02
963           	5.744592e+02
964           	5.744599e+02
965           	5.744605e+02
966           	5.744611e+02
967           	5.744617e+02
968           	5.744623e+02
969           	5.744629e+02
970           	5.744635e+02
971           	5.744641e+02
972           	5.744646e+02
973           	5.744651e+02
974           	5.744657e+02
975           	5.744662e+02
976           	5.744666e+02
977           	5.744671e+02
978           	5.744676e+02
979           	5.744680e+02
980           	5.744684e+02
981           	5.744687e+02
982           	5.744691e+02
983           	5.744694e+02
984           	5.744696e+02
985           	5.744699e+02
986           	5.744700e+02
987           	5.744702e+02
988           	5.744703e+02
989           	5.744704e+02
990           	5.744704e+02
991           	5.744705e+02
992           	5.744705e+02
993           	5.744704e+02
994           	5.744704e+02
995           	5.744703e+02
996           	5.744702e+02
997           	5.744701e+02
998           	5.744699e+02
999           	5.744697e+02
1000          	5.744695e+02
1001          	5.744692e+02
1002          	5.744689e+02
1003          	5.744686e+02
1004          	5.744683e+02
1005          	5.744679e+02
1006          	5.744675e+02
1007          	5.744671e+02
1008          	5.744667e+02
1009          	5.744662e+02
1010          	5.744657e+02
1011          	5.744652e+02
1012          	5.744647e+02
1013          	5.744641e+02
1014          	5.744635e+02
1015          	5.744629e+02
1016          	5.744623e+02
1017          	5.744616e+02
1018          	5.744609e+02
1019          	5.744602e+02
1020          	5.744596e+02
1021          	5.744589e+02
1022          	5.744582e+02
1023          	5.744575e+02
1024          	5.744569e+02
1025          	5.744563e+02
1026          	5.744557e+02
1027          	5.744551e+02
1028          	5.744546e+02
1029          	5.744541e+02
1030          	5.744536e+02
1031          	5.744532e+02
1032          	5.744527e+02
1033          	5.744523e+02
1034          	5.744520e+02
1035          	5.744516e+02
1036          	5.744513e+02
1037          	5.744511e+02
1038          	5.744509e+02
1039          	5.744507e+02
1040          	5.744506e+02
1041          	5.744505e+02
1042          	5.744504e+02
1043          	5.744504e+02
1044          	5.744504e+02
1045          	5.744505e+02
1046          	5.744505e+02
1047          	5.744506e+02
1048          	5.744507e+02
1049          	5.744509e+02
1050          	5.744510e+02
1051          	5.744512e+02
1052          	5.744514e+02
1053          	5.744516e+02
1054          	5.744519e+02
1055          	5.744521e+02
1056          	5.744524e+02
1057          	5.744527e+02
1058          	5.744531e+02
1059          	5.744534e+02
1060          	5.744537e+02
1061          	5.744541e+02
1062          	5.744545e+02
1063          	5.744549e+02
1064          	5.744553e+02
1065          	5.744557e+02
1066          	5.744562e+02
1067          	5.744566e+02
1068          	5.744571e+02
1069          	5.744575e+02
1070          	5.744580e+02
1071          	5.744585e+02
1072          	5.744590e+02
1073          	5.744595e+02
1074          	5.744600e+02
1075          	5.744605e+02
1076          	5.744610e+02
1077          	5.744616e+02
1078          	5.744621e+02
1079          	5.744627e+02
1080          	5.744632e+02
1081          	5.744638e+02
1082          	5.744643e+02
1083          	5.744649e+02
1084          	5.744655e+02
1085          	5.744660e+02
1086          	5.744665e+02
1087          	5.744670e+02
1088          	5.744675e+02
1089          	5.744680e+02
1090          	5.744684e+02
1091          	5.744688e+02
1092          	5.744692e+02
1093          	5.744696e+02
1094          	5.744700e+02
1095          	5.744704e+02
1096          	5.744708e+02
1097          	5.744712e+02
1098          	5.744716e+02
1099          	5.744719e+02
1100          	5.744723e+02
1101          	5.744728e+02
1102          	5.744732e+02
1103          	5.744736e+02
1104          	5.744741e+02
1105          	5.744746e+02
1106          	5.744751e+02
1107          	5.744756e+02
1108          	5.744762e+02
1109          	5.744767e+02
1110          	5.744773e+02
1111          	5.744778e+02
1112          	5.744784e+02
1113          	5.744789e+02
1114          	5.744795e+02
1115          	5.744800e+02
1116          	5.744806e+02
1117          	5.744811e+02
1118          	5.744817e+02
1119          	5.744823e+02
1120          	5.744828e+02
1121          	5.744834e+02
1122          	5.744840e+02
1123          	5.744846e+02
1124          	5.744853e+02
1125          	5.744859e+02
1126          	5.744866e+02
1127          	5.744873e+02
